person,label
Royal Academy of Engineering,Q1478095
African Academy of Sciences,Q4689656
New York Academy of Sciences,Q1069131
--NME--,--NME--
Chris Hani,Q547988
South African Communist Party,Q305317
African National Congress,Q83162
Umkhonto we Sizwe,Q1136236
African National Congress,Q83162
--NME--,--NME--
Cornwall (electoral district),Q2997602
1975 Ontario general election,Q3586382
1977 Ontario general election,Q7094973
1981 Ontario general election,Q7094974
1983 United Kingdom general election,Q918466
Democratic Unionist Party,Q215519
--NME--,--NME--
Cecil Walker,Q1052366
--NME--,--NME--
Ulster Unionist Party,Q841045
1987 United Kingdom general election,Q918472
--NME--,--NME--
Cecil Walker,Q1052366
Alban Maginness,Q4709010
Social Democratic Party (UK),Q40052
Labour Party (UK),Q9630
Protestant Unionist Party,Q7251625
Democratic Unionist Party,Q215519
--NME--,--NME--
1962 Canadian federal election,Q937416
New Democratic Party,Q130765
1968 Canadian federal election,Q951012
Liberal Party of Canada,Q138345
Richard Durante,Q7325323
--NME--,--NME--
Legislative Assembly of Ontario,Q1809086
1981 Ontario general election,Q7094974
1985 Ontario general election,Q3586383
Progressive Conservative Party of Ontario,Q826977
Ontario New Democratic Party,Q827589
Tony Grande,Q7822471
2001 Northern Ireland local elections,Q7058578
2005 Northern Ireland local elections,Q7058579
Fred Cobain,Q5494852
Ulster Unionist Party,Q841045
--NME--,--NME--
Russell Sage Foundation,Q7381762
John Templeton Foundation,Q3026166
Smith Richardson Foundation,Q7545288
Carnegie Corporation of New York,Q3660410
Lilly Endowment,Q6548359
Harry West,Q11682348
Ulster Unionist Party,Q841045
Democratic Unionist Party,Q215519
Vanguard Unionist Progressive Party,Q3896802
--NME--,--NME--
New Democratic Party,Q130765
1974 Canadian federal election,Q954802
St. Catharines (electoral district),Q267841
Liberal Party of Canada,Q138345
Gilbert Parent,Q3105822
--NME--,--NME--
Stop the War Coalition,Q1571260
Campaign for Nuclear Disarmament,Q178511
--NME--,--NME--
"Tony Hall, Baron Hall of Birkenhead",Q80390
BBC,Q9531
--NME--,--NME--
Israeli disengagement from Gaza,Q196122
New Democratic Party,Q130765
1993 Canadian federal election,Q374646
Portage—Interlake,Q3398754
Liberal Party of Canada,Q138345
Jon Gerrard,Q649428
Massimo D'Alema,Q47602
Democrats of the Left,Q541679
Party of Italian Communists,Q1428001
Communist Refoundation Party,Q780997
Democracy is Freedom – The Daisy,Q1141788
Rose in the Fist,Q1531739
--NME--,--NME--
Conservative Party of Canada,Q488523
Progressive Conservative Party of Canada,Q1292617
Canadian Alliance,Q546881
Ottawa—Vanier,Q3357766
Vanier (electoral district),Q3554589
2004 Canadian federal election,Q1637432
--NME--,--NME--
Toronto,Q172
2000 Toronto municipal election,Q7826658
2003 Toronto municipal election,Q7826660
2006 Toronto municipal election,Q16204334
Toronto City Council,Q2444341
--NME--,--NME--
National Assembly of Quebec,Q1492249
1981 Quebec general election,Q507416
1989 Quebec general election,Q3586423
Union Nationale (Quebec),Q1815983
Parti 51,Q662764
Quebec,Q176
United States,Q30
Republican Party (United States),Q29468
Illinois,Q1204
Adlai Stevenson II,Q311719
Adlai Stevenson I,Q310839
1892 United States presidential election,Q72472
World War II,Q362
Dwight D. Eisenhower,Q9916
1952 United States presidential election,Q699548
1956 United States presidential election,Q699567
1884 United States presidential election,Q699139
Grover Cleveland,Q35171
New York (state),Q1384
1892 United States presidential election,Q72472
1888 United States presidential election,Q699168
Allan Nevins,Q3380712
--NME--,--NME--
Republican Party (United States),Q29468
Dwight D. Eisenhower,Q9916
1952 United States presidential election,Q699548
1956 United States presidential election,Q699567
Barry Goldwater,Q319129
1964 United States presidential election,Q699646
Democratic Party (United States),Q29552
Jimmy Carter,Q23685
1964 United States presidential election in Virginia,Q18148350
Virginia,Q1370
Ronald Reagan,Q9960
1980 United States presidential election,Q699716
1922 United Kingdom general election,Q3084303
--NME--,--NME--
Doncaster (UK Parliament constituency),Q5295483
1923 United Kingdom general election,Q3084294
1924 United Kingdom general election,Q2632991
1929 United Kingdom general election,Q517639
--NME--,--NME--
Free silver,Q5500299
1896 United States presidential election,Q699201
1900 United States presidential election,Q699227
1908 United States presidential election,Q72835
William Jennings Bryan,Q205282
--NME--,--NME--
Progressive Conservative Party of Canada,Q1292617
Brampton Centre,Q2923648
1997 Canadian federal election,Q3586269
Liberal Party of Canada,Q138345
Sarkis Assadourian,Q7424215
--NME--,--NME--
2000 Canadian federal election,Q1355905
Mississauga East,Q3316905
Progressive Conservative Party of Canada,Q1292617
--NME--,--NME--
Canadian Alliance,Q546881
Albina Guarnieri,Q2831898
Liberal Party of Canada,Q138345
--NME--,--NME--
Progressive Conservative Party of Canada,Q1292617
Canadian Alliance,Q546881
Conservative Party of Canada,Q488523
--NME--,--NME--
Progressive Conservative Party of Manitoba,Q3366633
--NME--,--NME--
1999 Manitoba general election,Q3586319
Thompson (electoral district),Q3525748
2003 Manitoba general election,Q3586320
Michael Bloomberg,Q607
Democratic Party (United States),Q29552
Republican Party (United States),Q29468
2001 New York City mayoral election,Q16153089
2005 New York City mayoral election,Q7013328
Mayor of New York City,Q785304
Rudy Giuliani,Q212648
1993 New York City mayoral election,Q7013325
Progressive Conservative Party of Canada,Q1292617
Liberal Party of Canada,Q138345
1993 Canadian federal election,Q374646
Brian Mulroney,Q128563
Meech Lake Accord,Q835352
--NME--,--NME--
--NME--,--NME--
1945 Canadian federal election,Q1723532
1949 Canadian federal election,Q912416
New Democratic Party,Q130765
1974 Canadian federal election,Q954802
House of Commons of Canada,Q383590
Ehud Barak,Q125731
Israeli Labor Party,Q210703
Gesher (political party),Q2891023
Meimad,Q1552150
One Israel,Q749411
Ehud Barak,Q125731
One Israel,Q749411
Shas,Q904635
Meretz,Q239951
Yisrael BaAliyah,Q2453578
Centre Party (Israel),Q2909407
National Religious Party,Q1501088
United Torah Judaism,Q1466053
Vancouver,Q24639
2011 Vancouver municipal election,Q17101528
--NME--,--NME--
Non-Partisan Association,Q650482
Vancouver,Q24639
Gregor Robertson (politician),Q1391375
Vision Vancouver,Q652576
New York Post,Q211374
Black Panther Party,Q189150
Eldridge Cleaver,Q1325716
Peace and Freedom Party,Q3098914
1968 United States presidential election,Q693742
New Democratic Party,Q130765
--NME--,--NME--
Conservative Party of Canada,Q488523
Alberta,Q1951
2008 Canadian federal election,Q1466815
2015 Canadian federal election,Q3586271
--NME--,--NME--
Italian Democratic Socialists,Q1549174
Italian Democratic Socialists,Q1549174
--NME--,--NME--
Enrico Boselli,Q780012
Roberto Villetti,Q586973
Italian Radicals,Q1450384
Italian Radicals,Q1450384
--NME--,--NME--
Marco Pannella,Q47651
Emma Bonino,Q50002
Association for the Rose in the Fist,Q3084336
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Dmitry Medvedev,Q23530
Vladimir Putin,Q7747
United Russia,Q151469
--NME--,--NME--
Agrarian Party of Russia,Q396170
Civilian Power,Q1021156
"Russian Ecological Party ""The Greens""",Q2634417
Communist Party of the Russian Federation,Q192187
Liberal Democratic Party of Russia,Q212115
Democratic Party of Russia,Q1186305
Jeune Nation,Q3178006
Organisation armée secrète,Q918356
Jean-Louis Tixier-Vignancour,Q364377
1965 French presidential election,Q1450635
--NME--,--NME--
--NME--,--NME--
Rally for France,Q616463
1967 French legislative election,Q2563649
Liberal Party of Canada,Q138345
House of Commons of Canada,Q383590
Acadie—Bathurst,Q2822240
2006 Canadian federal election,Q1723544
Yvon Godin,Q3574110
New Democratic Party,Q130765
1918 United Kingdom general election,Q3042701
1922 United Kingdom general election,Q3084303
1923 United Kingdom general election,Q3084294
1924 United Kingdom general election,Q2632991
1929 United Kingdom general election,Q517639
Ralph Morley,Q7287885
Southampton (UK Parliament constituency),Q11797285
Labour Party (UK),Q9630
2009 Queensland state election,Q7271077
--NME--,--NME--
Campbell Newman,Q1446607
Liberal National Party of Queensland,Q1822905
2012 Queensland state election,Q7271078
--NME--,--NME--
Girl Scouts of the USA,Q2576280
Independent Sector,Q6017205
Council on Foundations,Q5176566
National Organization for Women,Q1967556
National Urban League,Q777636
Save the Children,Q215934
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Harvard Medical School Center for Health and the Global Environment,Q5676493
The Climate Mobilization,Q28134569
National Wildlife Federation,Q178231
Chesapeake Climate Action Network,Q5092853
Kenneth Lieberthal,Q6390380
China,Q148
--NME--,--NME--
United States Department of State,Q789915
United States Department of Defense,Q11209
World Bank,Q7164
Kettering Foundation,Q6395469
Aspen Institute,Q457528
--NME--,--NME--
Euskadiko Ezkerra,Q2531228
--NME--,--NME--
Euskadiko Ezkerra,Q2531228
--NME--,--NME--
Basque Country (autonomous community),Q3995
Euskadiko Ezkerra,Q2531228
Basque Nationalist Party,Q43093
Basque Nationalist Party,Q43093
--NME--,--NME--
Euskadiko Ezkerra,Q2531228
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Dáil Éireann,Q651981
Galway North (Dáil constituency),Q5519492
1957 Irish general election,Q2234961
Galway East (Dáil constituency),Q4568022
1961 Irish general election,Q1913653
1965 Irish general election,Q2430088
Galway North-East (Dáil constituency),Q5519493
1969 Irish general election,Q2709901
1973 Irish general election,Q1631830
Patrick Reynolds (Cumann na nGaedheal politician),Q7147533
--NME--,--NME--
Teachta Dála,Q654291
Leitrim (Dáil constituency),Q17088851
September 1927 Irish general election,Q11918769
1932 Irish general election,Q13638428
--NME--,--NME--
Legislative Assembly of New Brunswick,Q1516914
1999 New Brunswick general election,Q3586354
2003 New Brunswick general election,Q3586355
2006 New Brunswick general election,Q3586356
2010 New Brunswick general election,Q3586357
Teachta Dála,Q654291
Teachta Dála,Q654291
Dublin North-West (Dáil constituency),Q2531985
1997 Irish general election,Q2253836
--NME--,--NME--
Dublin North-West (Dáil constituency),Q2531985
Mary Flaherty (politician),Q6779557
--NME--,--NME--
California Democratic Party,Q5020399
Jerry Brown,Q152451
2010 California gubernatorial election,Q5021268
"Alpine County, California",Q108077
"Del Norte County, California",Q156186
"Sacramento County, California",Q108131
"San Joaquin County, California",Q108499
"Santa Barbara County, California",Q108106
Jerry Brown,Q152451
2014 California gubernatorial election,Q5021262
"Merced County, California",Q109690
"Mono County, California",Q156366
"San Diego County, California",Q108143
"San Luis Obispo County, California",Q49014
"Stanislaus County, California",Q108503
"Ventura County, California",Q108127
Gavin Newsom,Q461391
2018 California gubernatorial election,Q23016595
"San Bernardino County, California",Q108053
California Republican Party,Q5020915
Pete Wilson,Q714909
California Democratic Party,Q5020399
San Francisco,Q62
Dianne Feinstein,Q230733
1992 United States Senate special election in California,Q7892146
Alex Atamanenko,Q975293
--NME--,--NME--
House of Commons of Canada,Q383590
British Columbia Southern Interior,Q2984157
New Democratic Party,Q130765
2006 Canadian federal election,Q1723544
2015 Canadian federal election,Q3586271
Beatrix of the Netherlands,Q29574
Herman Tjeenk Willink,Q1950583
Christian Democratic Appeal,Q273749
Labour Party (Netherlands),Q275441
Democrats 66,Q747910
Democrats 66,Q747910
--NME--,--NME--
Liberal Party of Canada,Q138345
Susan Kadis,Q3505583
New Democratic Party,Q130765
--NME--,--NME--
Green Party of Canada,Q691730
--NME--,--NME--
Progressive Canadian Party,Q3366635
--NME--,--NME--
House of Commons of Canada,Q383590
Reform Party of Canada,Q1680589
1993 Canadian federal election,Q374646
1997 Canadian federal election,Q3586269
New Democratic Party,Q130765
Bill Blaikie,Q2903125
--NME--,--NME--
Saskatoon—Rosetown—Biggar,Q3473814
Green Party of Canada,Q691730
2004 Canadian federal election,Q1637432
2006 Canadian federal election,Q1723544
2013 Australian federal election,Q3915375
Liberal Party of Australia,Q241149
David Leyonhjelm,Q16149378
New South Wales,Q3224
Liberal Party of Australia,Q241149
Australian Labor Party,Q216082
2012 Quebec general election,Q930694
Parti Québécois,Q950356
Verdun (provincial electoral district),Q3555824
Henri-François Gautrin,Q3130379
Quebec Liberal Party,Q1631384
"John Morris, Baron Morris of Aberavon",Q333932
1997 United Kingdom general election,Q918503
2001 United Kingdom general election,Q590740
Guildford (UK Parliament constituency),Q1087870
2005 United Kingdom general election,Q428598
--NME--,--NME--
Brighton Kemptown (UK Parliament constituency),Q3137937
United Front (Sri Lanka),Q7887791
Lanka Sama Samaja Party,Q2716578
United Front (Sri Lanka),Q7887791
Lanka Sama Samaja Party,Q2716578
Communist Party of Sri Lanka,Q600703
Sirimavo Bandaranaike,Q194291
1970 Ceylonese parliamentary election,Q5065816
Communist Party of the Russian Federation,Q192187
Union of Right Forces,Q686098
Yabloko,Q15332
Vladimir Putin,Q7747
United Russia,Q151469
Rodina (political party),Q1190255
2004 Russian presidential election,Q1505420
--NME--,--NME--
Legislative Assembly of Saskatchewan,Q1537375
Shaunavon (electoral district),Q7491039
1978 Saskatchewan general election,Q3586447
1982 Saskatchewan general election,Q3586448
1986 Saskatchewan general election,Q3586449
Azerbaijani nationalism,Q4832431
New Azerbaijan Party,Q876402
Musavat,Q740271
Azerbaijani Popular Front Party,Q1751089
--NME--,--NME--
Meshadi Azizbekov,Q175806
--NME--,--NME--
Azerbaijan Communist Party (1993),Q724085
--NME--,--NME--
Meshadi Azizbekov,Q175806
--NME--,--NME--
Andrea Bocelli,Q42402
The O2 Arena,Q5364202
London,Q84
Manchester Arena,Q1461465
Manchester,Q18125
3Arena,Q1899515
Dublin,Q1761
Squarepusher,Q553861
Warp (record label),Q543707
Go Plastic,Q5574897
Do You Know Squarepusher,Q630625
Ultravisitor,Q3548101
Hello Everything,Q3129900
Just a Souvenir,Q3190295
Solo Electric Bass 1,Q3489543
Ufabulum,Q3547765
Damogen Furies,Q19824617
Pictures at an Exhibition,Q724981
Turn of the Tides,Q2155891
--NME--,--NME--
--NME--,--NME--
Tyranny of Beauty,Q4001217
--NME--,--NME--
"Symphony, K. 16a (Mozart)",Q1477944
Johann Sebastian Bach,Q1339
--NME--,--NME--
ABBA,Q18233
Evan Dando,Q2704219
The Lemonheads,Q166006
"Knowing Me, Knowing You",Q1513140
Sinéad O'Connor,Q193982
Boyzone,Q213495
Stephen Gately,Q215369
Chiquitita,Q1074676
Tanita Tikaram,Q236114
Blancmange (band),Q594199
Steven Wilson,Q352766
The Day Before You Came,Q1627699
--NME--,--NME--
Tennessee Ernie Ford,Q963827
--NME--,--NME--
Television presenter,Q947873
Country music,Q83440
Pop music,Q37073
Pop music,Q37073
Garage rock,Q211573
Punk rock,Q3071
Hard rock,Q83270
Heavy metal music,Q38848
Art rock,Q217467
New wave music,Q187760
Jazz,Q8341
Blues,Q9759
Electronic music,Q9778
Martin Gore,Q491583
Depeche Mode,Q482964
Dave Gahan,Q488994
Playing the Angel,Q155747
Sounds of the Universe,Q746889
Delta Machine,Q3646276
Spirit (Depeche Mode album),Q27231683
Phoenix (band),Q1045752
Amnesty International,Q42970
--NME--,--NME--
--NME--,--NME--
Peace Alliance,Q7157312
--NME--,--NME--
Department of Peace,Q5260435
--NME--,--NME--
Alternative country,Q438476
Lucinda Williams,Q256813
Lyle Lovett,Q543637
Steve Earle,Q781634
Nashville sound,Q1751782
Jason & the Scorchers,Q5244658
--NME--,--NME--
Post-punk,Q598929
The Mekons,Q1529069
--NME--,--NME--
Academy Awards,Q19020
British Academy Film Awards,Q732997
British Academy of Film and Television Arts,Q159661
Golden Globe Awards,Q1011547
Grammy Award,Q41254
Emmy Award,Q123737
AFI Life Achievement Award,Q292044
Screen Actors Guild Life Achievement Award,Q1631998
Kennedy Center Honors,Q1738793
Academy Awards,Q19020
Academy Award for Best Picture,Q102427
Academy Award for Best Production Design,Q277751
Carroll Clark,Q458833
Van Nest Polglase,Q1474823
Academy Award for Best Original Song,Q112243
Irving Berlin,Q128746
Cheek to Cheek,Q3351931
Academy Award for Best Dance Direction,Q498690
Hermes Pan,Q927824
Poppa Piccolino,Q4016074
Top Hat,Q1139031
Western music (North America),Q1425111
Michael Martin Murphey,Q1928543
The Great Divide (band),Q2377124
Lorenzo Antonio,Q6680621
Sparx (US band),Q7573963
Pat Green,Q7143495
Jack Ingram,Q1677067
Roman Holiday,Q201293
Gregory Peck,Q108366
Academy Awards,Q19020
Golden Globe Awards,Q1011547
British Academy Film Awards,Q732997
Western music (North America),Q1425111
Country music,Q83440
Western music (North America),Q1425111
Michael Martin Murphey,Q1928543
New Mexico music,Q18217098
Al Hurricane,Q16840946
